access_id,access_estado_num,access_informe_final,access_reg_desc,access_marca,access_modelo,access_numero_serie,access_n_de_control,access_baja_sources,access_baja_from_estado,access_baja_from_informe,access_baja_from_reg_desc,sr_estado,sr_ubicacion,sr_is_baja,sr_missing
15632,8,,controlado sin defecto,LIFECARE,PLV-100,MG 2647,,estado=8,1,0,0,entregado,Taller,0,0
15635,8,,ok,MASIMO,RADICAL,MG 3464,c 6752,estado=8,1,0,0,baja,-,1,0
15646,8,,ok VENDIDO A SICOMED,NELLCOR,N-395,MG 3246,b 6437,estado=8,1,0,0,baja,-,1,0
15648,8,SE DA DE BAJA PARA ESQUIU,"baja, solo anda placa",HARMONY,RESPIRONICS,MG 0225,,estado=8;informe_final;reg_desc,1,1,1,baja,-,1,0
15665,8,,,NELLCOR,395,MG 1522,,estado=8,1,0,0,baja,-,1,0
15666,8,BAJA,,NELLCOR,395,MG 2141,,estado=8;informe_final,1,1,0,baja,-,1,0
15673,8,,OK,NELLCOR,,MG 3288,P 9669,estado=8,1,0,0,baja,-,1,0
15675,8,,FUENTE Y BATERIA,DRAGUER,,mg 3107,,estado=8,1,0,0,baja,-,1,0
15686,8,VENDIDO OSYS BAJA,OK,RESPIRE,,MG 2588,P 9677,estado=8;informe_final,1,1,0,baja,-,1,0
15687,8,BAJA,ok,RESPIRONICS,,MG 3323,,estado=8;informe_final,1,1,0,baja,-,1,0
15693,8,,FUENTE,DRAGUER,,MG 3106,,estado=8,1,0,0,baja,-,1,0
15695,8,BAJA,LIMPIEZA GRAL CONTROL DE FUNCIONAMIENTO,MARBEL,,MG 1666,1368,estado=8;informe_final,1,1,0,baja,-,1,0
15697,8,BAJA,LIMPIEZA RAL CONTROL DE FUNCIONAMIENTO,MARBEL,,MG 1561,N 9387,estado=8;informe_final,1,1,0,baja,-,1,0
15699,8,,limpieza gral control de funcionamiento,MARBEL,,MG 1585,1323,estado=8,1,0,0,baja,-,1,0
15700,8,,"se le agrego fuente nueva , energy saver v6221, control de funcionamiento ok.-",BREAS,,MG 0453,p 9691 p 9669,estado=8,1,0,0,alquilado,-,0,0
15708,4,DE BAJA,DE BAJA,BCI,ADULTO,F7894,,informe_final;reg_desc,0,1,1,entregado,Taller,0,0
15715,8,BAJA,ok VENDIDO A SICOMED,NELLCOR,N-595,MG 3001,q 9711,estado=8;informe_final,1,1,0,baja,-,1,0
15726,8,,,FUKUDA,CARDIMAX,MG 3402,,estado=8,1,0,0,baja,-,1,0
15727,8,,,SAMTRONIC,ST-6000,MG 3100,,estado=8,1,0,0,baja,-,1,0
15734,8,BAJA,,LESITUNG,,MG 1814,,estado=8;informe_final,1,1,0,alquilado,-,0,0
15750,8,,,LEISTUNG,LUFT 2,MG 0865,,estado=8,1,0,0,baja,-,1,0
15756,8,,controlado ok,SECHRIST,,CE 0172,,estado=8,1,0,0,baja,-,1,0
15773,8,BAJA,LIMPIEZA GRAL CONTROL DE FUNCIONAMIENTO OK,,,MG 2247,A3-0103,estado=8;informe_final,1,1,0,baja,-,1,0
15783,8,BAJA,"1691,8 HS OK.-",,,MG 2305,Q912 Q9913,estado=8;informe_final,1,1,0,entregado,Taller,0,0
15786,8,,controlado sin defecto,RESPIRONICS,,MG 1408,,estado=8,1,0,0,baja,-,1,0
15788,8,BAJA,,RESPIRONICS,,MG 3075,,estado=8;informe_final,1,1,0,baja,-,1,0
15799,8,BAJA,,HP,VIRIDIA,mg 3530,,estado=8;informe_final,1,1,0,baja,-,1,0
15800,8,BAJA,,HP,VIRIDIA,mg 2604,,estado=8;informe_final,1,1,0,baja,-,1,0
15801,8,BAJA,,PHILIPS,24C,mg 2512,,estado=8;informe_final,1,1,0,baja,-,1,0
15805,8,PARA VENTA,OK,RESMED,TANGO,MG 1969,Q 9880,estado=8,1,0,0,entregado,Taller,0,0
15819,8,DE BAJA,ok,NELLCOR,N-595,MG 2273,p9873,estado=8;informe_final,1,1,0,alquilado,-,0,0
15835,8,BAJA,ok VENDIDO A SICOMED,NELLCOR,N-395,MG 2114,H8188,estado=8;informe_final,1,1,0,baja,-,1,0
15841,8,BAJA,ok,NELLCOR,N-395,MG 2927,q9966,estado=8;informe_final,1,1,0,baja,-,1,0
15846,4,DESARMADO DE BAJA,DE BAJA,AIRSEP,NEW LIFE,N5123759,,informe_final;reg_desc,0,1,1,entregado,Taller,0,0
15847,4,DE BAJA,DE BAJA,AIRSEP,NEW LIFE,N5030226,,informe_final;reg_desc,0,1,1,entregado,Taller,0,0
15850,8,,ok.-,PURITAN BENNETT,330,MG 0192,q9828q9929,estado=8,1,0,0,entregado,Taller,0,0
15877,8,BAJA,OK,PATROL,,MG 2099,P 9683,estado=8;informe_final,1,1,0,baja,-,1,0
15878,8,BAJA,,AIRSEP,NEW LIFE,MG 0459,,estado=8;informe_final,1,1,0,baja,-,1,0
15936,8,BAJA,,SAMTRONIC,ST-550 T2,MG 1768,,estado=8;informe_final,1,1,0,baja,-,1,0
15937,8,BAJA,"rotura carcaza y sensor de gota, aire , placa principal sensor de presion",SAMTRONIC,ST-1000,MG 2959,,estado=8;informe_final,1,1,0,baja,-,1,0
15945,8,BAJA,OK VENDIDO A SICOMED,NELLCOR,N-395,MG 2027,R59,estado=8;informe_final,1,1,0,baja,-,1,0
15949,8,VENDIDO OSYS BAJA,OK,REMEDY RENEW,,MG 0287,R89,estado=8;informe_final,1,1,0,baja,-,1,0
15962,8,BAJA,ok,MARBEL,,MG 1664,e 7710,estado=8;informe_final,1,1,0,baja,-,1,0
15964,8,BAJA,controlado sin defecto,RESPIRONICS,LA 651,MG 1994,,estado=8;informe_final,1,1,0,baja,-,1,0
15973,8,,LIMPIEZA GRAL CONTROL DE FUNCIONAMIENTO,FISHER & PAYKEL,HC 150,mg 0725,C 6985,estado=8,1,0,0,baja,-,1,0
15993,8,,OK,,,MG 3588 (EX NM 5441),R0679,estado=8,1,0,0,alquilado,-,0,0
15995,8,VENDIDO OSYS,ok,,,MG 0831,r235,estado=8,1,0,0,baja,-,1,0
15996,8,,OK,,,CE 0044,R243,estado=8,1,0,0,baja,-,1,0
15997,8,,ok,,,MG 1353,,estado=8,1,0,0,baja,-,1,0
15998,8,,"FALTA TOMA DE AIRE , CONTROLADO OK",,,MG 1650,R650,estado=8,1,0,0,alquilado,Taller,0,0
16000,8,PARA VENTA BAJA,ok,,,MG 2209,,estado=8;informe_final,1,1,0,entregado,Taller,0,0
16002,8,,"falta fuente , controlado ok",,,MG 3054,r221,estado=8,1,0,0,baja,-,1,0
16016,8,BAJA,"falta fuente , controlado ok",RESPIRONICS,SERIE M,MG 3066,r223,estado=8;informe_final,1,1,0,baja,-,1,0
16017,8,,"falta fuente , controlado ok",,SERIE M,MG 3081,r222,estado=8,1,0,0,baja,-,1,0
16018,8,,"falta fuente , controlado ok",,SERIE M,MG 3065,r220,estado=8,1,0,0,baja,-,1,0
16032,8,BAJA,ok,,ORION,MG 0830,r0238,estado=8;informe_final,1,1,0,baja,-,1,0
16033,8,,OK,,ORION,MG 1051,R232,estado=8,1,0,0,baja,-,1,0
16035,8,,,,ORION,MG 0838,,estado=8,1,0,0,entregado,Taller,0,0
16036,8,,controlado sin defecto,,ORION,MG 0838,,estado=8,1,0,0,baja,-,1,0
16037,8,,OK,,ORION,CE 0056,R240,estado=8,1,0,0,entregado,Taller,0,0
16038,8,,ok,,ORION,CE 0053,r246,estado=8,1,0,0,alquilado,-,0,0
16040,8,BAJA,ok,NELLCOR,N-560,MG 3123,r196,estado=8;informe_final,1,1,0,baja,-,1,0
16041,8,BAJA,CONTROLADO SIN DEFECTOS.-,NELLCOR,N-560,MG 3129,X 4282,estado=8;informe_final,1,1,0,baja,-,1,0
16042,8,BAJA,ok,BMC,AUTO,MG 3331,,estado=8;informe_final,1,1,0,baja,-,1,0
16044,8,BAJA,ok,BMC,REMSTAR,MG 3348,,estado=8;informe_final,1,1,0,baja,-,1,0
16051,8,DEPOSITO BLAS PARERA,bateria agotada,NOVAMETRIX,OXIPLETH,MG 2721,,estado=8,1,0,0,baja,-,1,0
16052,8,BAJA,,NOVAMETRIX,OXIPLETH,MG 2703,,estado=8;informe_final,1,1,0,entregado,Taller,0,0
16053,8,DEPOSITO BLAS PARERA,bateria agotada,NOVAMETRIX,OXYPLETH,mg 2703,,estado=8,1,0,0,baja,-,1,0
16064,8,,cambio de cable ecg y cambio de bateria,WELCH ALLIN,PIC,mg 3551,,estado=8,1,0,0,baja,-,1,0
16066,8,,reparacion de traba set - control de funcionamiento,SAMTRONIC,ST-1000,MG 0050,,estado=8,1,0,0,entregado,Taller,0,0
16070,8,BAJA,OK,NELLCOR,N-595,MG 2234,P9555,estado=8;informe_final,1,1,0,baja,-,1,0
16093,8,PARA VENTA BAJA,controlado sin defecto,RESMED,TANGO,MG 2064,,estado=8;informe_final,1,1,0,entregado,Taller,0,0
16108,8,,,NEWPORT,E-360,mg 3442,,estado=8,1,0,0,entregado,Taller,0,0
16110,8,,"REEMPLAZAR PLUG DE FUENTE , Y BATERIA",MEDIX,OXI-3,MG 0367,,estado=8,1,0,0,baja,-,1,0
16112,8,BAJA,,NELLCOR,N-395,MG 2142,,estado=8;informe_final,1,1,0,baja,-,1,0
16114,8,BAJA,bateria,NELLCOR,NPB-290,MG 2828,,estado=8;informe_final,1,1,0,baja,-,1,0
16143,8,BAJA,,PHILIPS,M3,MG 2444,,estado=8;informe_final,1,1,0,baja,-,1,0
16155,8,BAJA,controlado sin defecto,MARBEL,C-500-A,MG 1668,1370,estado=8;informe_final,1,1,0,baja,-,1,0
16160,8,,FALLA PLUG FUENTE Y BATERIA,MEDIX,OXI-3,MG 0810,,estado=8,1,0,0,baja,-,1,0
16163,8,,lorandi vendido,MASIMO,RADICAL,MG 3490,,estado=8,1,0,0,baja,-,1,0
16164,8,,ok,PURITAN BENNETT,330,MG 0035,,estado=8,1,0,0,entregado,Taller,0,0
16193,8,,reparacion de tapa de impresora - control de funcionamiento,SCHILLER,AT-1,mg 3444,,estado=8,1,0,0,entregado,Taller,0,0
16198,8,BAJA,ok.-,MARBEL,A500,mg 1587,c6813,estado=8;informe_final,1,1,0,baja,-,1,0
16199,8,BAJA,ok,MARBEL,A500,mg 1539,d7410,estado=8;informe_final,1,1,0,baja,-,1,0
16200,8,BAJA,limpieza gral control de funcionamiento,MARBEL,A500,mg 0973,07871,estado=8;informe_final,1,1,0,baja,-,1,0
16201,8,,limpieza gral control de funcionamiento,MARBEL,C-500,mg 3567,08640,estado=8,1,0,0,baja,-,1,0
16202,8,BAJA,limpieza gral colocacion de resorte traba camara,FISHER & PAYKEL,150,mg 0054,r 0029,estado=8;informe_final,1,1,0,entregado,Taller,0,0
16207,8,BAJA,DE BAJA,MILLENIUM,,MG 3568 ( EX NV 0114),,estado=8;informe_final;reg_desc,1,1,1,entregado,Taller,0,0
16225,8,BAJA,OK,PATROL,FLEXFLOW,MG 1597,E5180,estado=8;informe_final,1,1,0,entregado,Taller,0,0
16245,8,,OK,ORION,,MG 1110,R464,estado=8,1,0,0,alquilado,-,0,0
16247,8,PARA ESQUIU,TURBINA RUIDOSA PARA ESQUIU,RESMED,TANGO,MG 2084,k8458,estado=8,1,0,0,baja,-,1,0
16249,8,"VENDIDO OSYS,.BAJA",OK,REMEDY RENEW,,MG 0250,R548,estado=8;informe_final,1,1,0,baja,-,1,0
16261,8,BAJA,OK,MARBEL,,MG 1073,,estado=8;informe_final,1,1,0,baja,-,1,0
16263,8,BAJA,DE BAJA POR PERDIDA,SAMTRONIC,ST-550 T2,MG 2474,,estado=8;informe_final;reg_desc,1,1,1,baja,-,1,0
16270,8,,CUCARACHAS EN PLACA PRINCIPAL,NELLCOR,N-600,MG 3313,,estado=8,1,0,0,baja,-,1,0
16276,8,,suqiu,,,NV 0133,,estado=8,1,0,0,entregado,Taller,0,0
16284,8,BAJA,OK,FISHER & PAYKEL,HC 150,MG 2547,R616,estado=8;informe_final,1,1,0,baja,-,1,0
16285,8,MEDICINA AUXILIAR,OK,AIRSEP,NEW LIFE,MG 1474,,estado=8,1,0,0,baja,-,1,0
16286,8,,BATERIA,MEDIX,OXI-3,MG 0176,,estado=8,1,0,0,baja,-,1,0
16287,8,BAJA,FALTA FUENTE,RESMED,S9,MG 2207,,estado=8;informe_final,1,1,0,baja,-,1,0
16289,8,BAJA,OK,MARBEL,,MG 1258,8751,estado=8;informe_final,1,1,0,baja,-,1,0
16290,8,DE BAJA,CALEFACTOR ABIERTO Y SIN PLACA,MARBEL,,MG 2249,,estado=8;informe_final,1,1,0,alquilado,-,0,0
16291,8,,OK,ORION,,MG 1091,R0721,estado=8,1,0,0,baja,-,1,0
16294,8,INS BAJA,"FALTA TOMA DE AIRE , CONTROLADO OK",RESPIRONICS,,MG 1641,R646,estado=8;informe_final,1,1,0,alquilado,-,0,0
16297,8,BAJA,"FUENTE, FRENTE Y BATERIA",NELLCOR,N-560,MG 2631,,estado=8;informe_final,1,1,0,baja,-,1,0
16299,8,VENDIDO OSYS,ok,,RESPIRE,MG 0789,r0687,estado=8,1,0,0,baja,-,1,0
16300,8,VENDIDO OSYS,OK,RESPIRE,,MG 0983,R602,estado=8,1,0,0,baja,-,1,0
16303,8,,OK,ORION,,MG 1384,R0720,estado=8,1,0,0,alquilado,-,0,0
16305,8,DE BAJA,ok,RESMED,TANGO,MG 2194,r0654,estado=8;informe_final,1,1,0,baja,-,1,0
16308,8,BAJA,BUZZER Y BATERIA,,,MG 2625 (996),,estado=8;informe_final,1,1,0,entregado,Taller,0,0
16309,8,,OK,F&p,,MG 0759,R562,estado=8,1,0,0,baja,-,1,0
16310,8,BAJA,OK,MARBEL,,MG 1544,R566,estado=8;informe_final,1,1,0,baja,-,1,0
16315,8,VENDIDO OSYS BAJA,ok,,,MG 2586,r0686,estado=8;informe_final,1,1,0,baja,-,1,0
16316,8,,OK,MARBEL,,MG 0728,R564,estado=8,1,0,0,baja,-,1,0
16317,8,BAJA,OK,MARBEL,,MG 1661,1363,estado=8;informe_final,1,1,0,baja,-,1,0
16323,8,BAJA,ok,,,MG 0028,r603,estado=8;informe_final,1,1,0,baja,-,1,0
16326,8,,OK,MASIMO,RADICAL,MG 3582,R0820,estado=8,1,0,0,entregado,Taller,0,0
16331,8,,LIMPIEZA PEGADO DE PARTES PLASTICAS DESARME Y COLOCACION DE TUERCA INTERNA,RAZEL,A 99,mg 3405,R 0030,estado=8,1,0,0,baja,-,1,0
16342,8,,PLUG DE FUENTE ROTO,MEDIX,OXI-3,MG 0634,,estado=8,1,0,0,baja,-,1,0
16351,8,,falla bateria y rotura traba frente,MASIMO,RADICAL,MG 3583 (NV 0328),,estado=8,1,0,0,entregado,Taller,0,0
16354,8,BAJA,ok,MARBEL,,mg 3573,M8665,estado=8;informe_final,1,1,0,baja,-,1,0
16355,8,,OK,MARBEL,,MG 3584 (EX NV 0087 ),1434,estado=8,1,0,0,entregado,Taller,0,0
16356,8,BAJA,OK,MARBEL,,MG 3586 (A5-0249),K8568,estado=8;informe_final,1,1,0,entregado,Taller,0,0
16357,8,BAJA,OK,MARBEL,,MG 3585 (EX NV 0349),R614,estado=8;informe_final,1,1,0,entregado,Taller,0,0
16358,8,,CONTROL DE FUNCIONAMIENTO,F&P,,MG 3574,S 1299,estado=8,1,0,0,alquilado,-,0,0
16359,8,,VENDIDO ADRIAN,MARBEL,,MG 3579,,estado=8,1,0,0,baja,-,1,0
16360,8,,OK,MARBEL,,MG 0377,R615,estado=8,1,0,0,baja,-,1,0
16361,8,BAJA,OK,F & P,,MG 2552 ( 50404016501),R565,estado=8;informe_final,1,1,0,entregado,Taller,0,0
16454,8,BAJA,,PHILIPS,M3,MG 2390,,estado=8;informe_final,1,1,0,baja,-,1,0
16495,8,PARA REPUESTO,dar de baja,HARMONY,,MG 0226,,estado=8;reg_desc,1,0,1,entregado,Taller,0,0
16497,8,BAJA,CONTROL DE FUNCIONAMIENTO REPARACION MANOMETRO DE VIAS PROXIMAL,SECHRIST,,MG 1301,S 1225,estado=8;informe_final,1,1,0,baja,-,1,0
16499,8,BAJA,controlado sin defecto,MARBEL,,MG 1542,R0193,estado=8;informe_final,1,1,0,baja,-,1,0
16523,8,EN ESQUIU,da de baja - turbina ruidosa - placa ok,RESPIRONICS,PRO,MG 2324,,estado=8;reg_desc,1,0,1,baja,-,1,0
16526,8,,control de funcionamiento - cambio de sensor de gota CAMBIO DE MICRO Y R 39 OHM CAMBIO DE BATERIAS,SAMTRONIC,ST-1000,mg 2973,,estado=8,1,0,0,entregado,Taller,0,0
16529,8,,reparacion de anclaje de resortes de traba set -control de fucionamiento y limpieza,SAMTRONIC,ST-1000,mg 0042,R 0943,estado=8,1,0,0,alquilado,-,0,0
16542,8,PARA VENTA BAJA,controlado sin defecto,resmed,tango,mg 2338,K8461,estado=8;informe_final,1,1,0,entregado,Taller,0,0
16583,8,,BATERIA,NELLCOR,N-600,mg 2769,,estado=8,1,0,0,baja,-,1,0
16601,8,DE BAJA,CONTROL DE FINCIONAMIENTO Y LIMPIEZA..,NELLCOR,N-560,MG 0465,R0757,estado=8;informe_final,1,1,0,entregado,Taller,0,0
16626,8,BAJA,controlado sin defecto (para la venta),BCI,3303,mg 0518,,estado=8;informe_final,1,1,0,baja,-,1,0
16627,8,,controlado ok (para la venta),BCI,3303,mg 0896,,estado=8,1,0,0,baja,-,1,0
16633,8,BAJA,controlado ok,AIRSEP,NEW LIFE,mg 2260,s1063,estado=8;informe_final,1,1,0,baja,-,1,0
16653,4,DE BAJA,IRREPARABLE,BCI,ADULTO,u1954,,informe_final,0,1,0,entregado,Taller,0,0
16662,8,VENDIDO OSYS,ok,REMEDY,RENEW,mg 0420,s1304,estado=8,1,0,0,baja,-,1,0
16667,8,,controlado sin defecto,EASOTE,P8000,mg 3401,,estado=8,1,0,0,alquilado,-,0,0
16695,8,BAJA,controlado sin defecto - controlado sin defecto,LIFE CARE,PLV-100,mg 2647,,estado=8;informe_final,1,1,0,entregado,Taller,0,0
16696,8,BAJA,,LIFE CARE,PLV-100,mg 1158,,estado=8;informe_final,1,1,0,baja,-,1,0
16704,8,OK LANDMARK,OK,SAMTRONIC,ST-1000,mg 1286,,estado=8,1,0,0,baja,-,1,0
16715,8,DE BAJA,OK,MASIMO,RAD 9,mg 3603,S1418,estado=8;informe_final,1,1,0,baja,-,1,0
16729,8,,OK,MARBEL,C-500,mg 3426,S1411,estado=8,1,0,0,baja,-,1,0
16730,4,de baja,de baja,AIRSEP,NEW LIFE,873303,,informe_final;reg_desc,0,1,1,entregado,Taller,0,0
16735,8,,,NELLCOR,N-395,MG 1462,,estado=8,1,0,0,baja,-,1,0
16742,8,BAJA,FALLA CARGADOR FRENTE OK,MASIMO,RADICAL,mg 3602 (exNV 0262),,estado=8;informe_final,1,1,0,entregado,Taller,0,0
16747,8,,ok,SAMTRONIC,ST-1000,mg 0359,,estado=8,1,0,0,alquilado,-,0,0
16755,8,BAJA,OK,PULMONETIC,ITU950,mg 1811,,estado=8;informe_final,1,1,0,alquilado,Taller,0,0
16765,8,BAJA,LIMPIEZA GRAL Y CONTROL DE FUNCIONAMIENTO,MARBEL,C-500-A,mg 1543,1273,estado=8;informe_final,1,1,0,baja,-,1,0
16766,6,BAJA,LIMPIEZA GRAL CAMBIO CABLE ALIMENTACION CONTROL DE FUNCIONAMIENTO,MARBEL,C-500-A,mg 3395,S3395,informe_final,0,1,0,baja,-,1,0
16768,8,SE DA DE BAJA,NO CONCENTRA-SE DA DE BAJA,AIRSEP,NEW LIFE,mg 1473,s1489/88,estado=8;informe_final;reg_desc,1,1,1,baja,-,1,0
16772,8,BAJA,control de funcionamiento.,AIRSEP,NEW LIFE,mg 1997,S1280-S11281,estado=8;informe_final,1,1,0,baja,-,1,0
16774,8,BAJA,control de funcionamiento…,AIRSEP,NEW LIFE,mg 2430,S1442-S1443,estado=8;informe_final,1,1,0,baja,-,1,0
16780,8,,BATERIA,NELLCOR,N-560,mg 0470,,estado=8,1,0,0,entregado,Taller,0,0
16786,8,de baja,cambio de porta batiia 9V..,AIRSEP,NEW LIFE,mg 2435,S1467-S1468,estado=8;informe_final,1,1,0,baja,-,1,0
16800,8,,controlado sin defecto,KANGAROO,324,MG 0204,d7481,estado=8,1,0,0,entregado,Taller,0,0
16806,8,,TURBINA DESBALANCEADA SE ENVIA A ESQIU,PURITAN BENNETT,330,mg 0035,,estado=8,1,0,0,baja,-,1,0
16818,8,BAJA,LIMPIEZA GRAL Y CONTROL DE FUNCIONAMIENTO,FISHER & PAYKEL,HC 150,MG 2555,C 6815,estado=8;informe_final,1,1,0,baja,-,1,0
16820,8,BAJA,control de funcionamiento..,AIRSEP,NEW LIFE,mg 0569,S1475-S1474,estado=8;informe_final,1,1,0,baja,-,1,0
16822,8,BAJA,control de funcionmaiento…,AIRSEP,NEW LIFE,mg 2218,S1473-S1473,estado=8;informe_final,1,1,0,baja,-,1,0
16829,8,BAJA,"BATERIA, FRENTE Y SUJECION DE CARCAZA",NELLCOR,NPB-195,mg 2815,,estado=8;informe_final,1,1,0,baja,-,1,0
16856,8,BAJA,OK,AIRSEP,NEW LIFE,MG 2323,s1533 S 1532,estado=8;informe_final,1,1,0,baja,-,1,0
16860,8,BAJA,ok,AIRSEP,NEW LIFE,mg 2178,s1580 s1581,estado=8;informe_final,1,1,0,baja,-,1,0
16873,8,BAJA,controlado sin defecto,MARBEL,C-500,mg 3609,M9515,estado=8;informe_final,1,1,0,baja,-,1,0
16878,8,,OK,NELLCOR,N-600,mg 2863,R0862,estado=8,1,0,0,baja,-,1,0
16883,8,BAJA,control de funcionamiento.,AIRSEP,NEW LIFE,mg 2164,S1579-S1578,estado=8;informe_final,1,1,0,baja,-,1,0
16908,8,BAJA,,PHILIPS,M3,mg 2929,,estado=8;informe_final,1,1,0,baja,-,1,0
16912,8,,,NELLCOR,N-395,mg 2026,,estado=8,1,0,0,alquilado,Taller,0,0
